Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
"/xjs/_/js/k=xjs.s.bn.bFcNBaPkbz4.2019.O/ck=xjs.s._w__bMF_k2A.L.F4.O/am=AAACAAAIAgAAAAAAAAAAAIAAAIQAAAAAAAAAAAAACAAAAIAEAAEAAAEAAAAAAAAIAAAAAAAAAAAAAACAAAAAgCAAAgBQAgACEIAAAAAAIAAAAAAAAACg0AcQAKABAAAAAADwAGAAQgQAAAAAAAAAIBAgAAAAQAIAAAAAAAAIAAAAACBAAAAABAAAAAADAAEAAAFEggAAAFAAAAAgAAAAAAIAAAAAAAAAAAAQRAAAAEACCQAA_m3fgAcAAgAAAAAAAAAAAQAAAAAAAQCAAUkaAAAAAAAAAGHAAgAAAITCAAAgACAIgAAAAAAAABAgAQIACBgAAgAAEAAAAAAAAAAAAAEAggACASAAKAABAQAAAuAAAAAAAAAAAAAIAAAAAAAAAAEEABAQgBBAAAAAAAAgAAAUIAAAAEAOAAAAAAAAAiIAAAAAADCCDABAogAAIgAEBADAAAAglAEAABQESOAHAEAAAAAAAAAAnAAAAEAIBAAAABAAX0QYAQBAAAAAAADkAPB4AIcICgAAAAAAAAAAAAAAAAAAAAAAAAABWADjQPIDAiAAAAAAAAAAAAAAAAAAAAAAAAAAAABAiqAJAAAAAADAlgCA/d=0/dg=0/br=1/ujg=1/rs=ACT90oG-Jzcm7wsfM4cseHHwHSOWUOcFvg/cb=loaded_h_0/m=sy1qo,SMquOb,sy1qv,sy1qr,sy1qu,d5EhJe,sy1rj,sy34o,sy34n,sy34m,sy34l,sy2mb,sy1r5,sy34k,sy34j,sy34i,sy1r1,sy1r6,sy19l,sy1a0,sy1a2,sy1a1,sy19z,T1HOxc,LFk59d,sy1r3,sy1r2,sy1qz,sy1r0,sy1qx,zx30Y,sy34t,sy34s,sy34r,sy34d,Wo3n8,sy9rb,sy8an,sy835,sy821,sy80m,sy80j,sy7zf,sy7yn,sy7kr,sy7cg,sy79w,sy73n,sy73b,sy73a,sy739,sy71s,sy71p,sy71o,sy71g,sy71d,sy6zv,sy6w1,sy6uo,sy6um,sy6uc,sy6lk,sy60z,sy60u,sy4wf,sy4r1,sy4dw,sy4dh,sy4av,sy4aq,sy3fy,sy3th,sy3sp,sy11r,sy11q,mGCtob,sy3tm,sy9ow,QtOnSd,kNibNd,sy4yp,sy3rz,phtgnf,hvtMT,sy5u6,sy3td,yMpBcb,u09RR,HTSAKd,sy3t7,y9WHyc,UX692c,wV5Pjc,ZNKFGf,sy2pp,g9xvRd,sy3tf,sy3te,sy3tl,sy3tg,sy5lp,sy4y0,sy3tk,sy3tc,sy3ta,PJdUfd,sy3rp,sy13r,sy13s,sy3t9,sy3t5,sy3t3,sy3su,sy3ss,sy3c1,sy10t,Sp69O,sy8sl,sy8sf,sy8sd,syk9,sy8sk,sy8ss,sy6zc,sy8sr,sy8se,sy8sm,sy6zm,KHourd,sy714,T5VV,sy5uz,aDVF7,sy71x,rhYw1b,IhkWbc,sy10r,sy8wf,sy8we,sy8w7,sy88d,oPmHrb,sy70u,FzTajd,sy88c,LnZNCd,sy650,sy31w,sy12a,oQfbDd,sy3fk,syii,sy4rg,sy199,sy433,sy434,sy8w8,sy6bp,qmjr3,sy8w5,sy66i,IQw9J,sy64u,sy35u,sy35x,sy35v,sy4he,sy1z1,sy4h9,sy4hc,sy1z2,sy4ha,sy35w,sy4hb,sy4h6,sy4h5,sy4h7,syyl,sy4h8,sy128,sy12e,sy3sb,sy12f,sy12h,sy12k,sy12l,sy12m,sy12n,sy12c,sy12d,sy12g,sy3s8,sy1sd,sy1m1,sy4h3,ily0Be,M6QgBb,ma4xG,E9M6Uc,sy4y3-528",97,713,574,1304,1645,2301,194,3274,100.000%,.78281,89.58,1.79
"/xjs/_/js/k=xjs.s.bn.bFcNBaPkbz4.2019.O/ck=xjs.s._w__bMF_k2A.L.F4.O/am=AAACAAAIAgAAAAAAAAAAAIAAAIQAAAAAAAAAAAAACAAAAIAEAAEAAAEAAAAAAAAIAAAAAAAAAAAAAACAAAAAgCAAAgBQAgACEIAAAAAAIAAAAAAAAACg0AcQAKABAAAAAADwAGAAQgQAAAAAAAAAIBAgAAAAQAIAAAAAAAAIAAAAACBAAAAABAAAAAADAAEAAAFEggAAAFAAAAAgAAAAAAIAAAAAAAAAAAAQRAAAAEACCQAA_m3fgAcAAgAAAAAAAAAAAQAAAAAAAQCAAUkaAAAAAAAAAGHAAgAAAITCAAAgACAIgAAAAAAAABAgAQIACBgAAgAAEAAAAAAAAAAAAAEAggACASAAKAABAQAAAuAAAAAAAAAAAAAIAAAAAAAAAAEEABAQgBBAAAAAAAAgAAAUIAAAAEAOAAAAAAAAAiIAAAAAADCCDABAogAAIgAEBADAAAAglAEAABQESOAHAEAAAAAAAAAAnAAAAEAIBAAAABAAX0QYAQBAAAAAAADkAPB4AIcICgAAAAAAAAAAAAAAAAAAAAAAAAABWADjQPIDAiAAAAAAAAAAAAAAAAAAAAAAAAAAAABAiqAJAAAAAADAlgCA/d=0/dg=0/br=1/ujg=1/rs=ACT90oG-Jzcm7wsfM4cseHHwHSOWUOcFvg/cb=loaded_h_0/m=sy43q,sy125,syhc,syhe,syh6,syhb,syh1,sy120,sy121,sy4y2,sy4y1,sy4xs,sy11z,sy43s,EO13pd,sy73d,qCgt4c,sy5tj,I9y8sd,xBbsrc,sy4qz,sy14q,DLOxie-530",97,266,172,602,781,1214,62,1227,54.639%,.78609,8.35,0.96
/gen_204?atyp=i&bb=1&ei=_WrWaemHN4mgnesP7L7j4Q4&vet=12ahUKEwip-sKQwN6TAxUJUGcHHWzfOOwQuqMJegQIFxAA..s&bl=bVwX&s=web&lpl=CAUYADANOANiCAgIEICL8dsD&zx=1775659962114&opi=89978449-531,97,212,153,329,511,1107,96,2233,51.546%,.78551,0.83,0.51
/gen_204?atyp=i&bb=1&ei=_WrWaemHN4mgnesP7L7j4Q4&errsrp-init=init&zx=1775659962101&opi=89978449-529,97,179,152,226,432,520,91,712,55.670%,.78507,0.83,0.45
/gen_204-532,97,183,148,245,448,725,97,819,44.330%,.78465,0.83,0.41
/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.applegadgetsbd.com/&ved=2ahUKEwip-sKQwN6TAxUJUGcHHWzfOOwQFnoECA4QAQ&usg=AOvVaw2B0RCTL1O9fIFGsmDg15Bs-533,97,289,147,603,847,1433,114,1687,46.392%,.78438,1.12,0.47
"/gen_204?atyp=i&bb=1&ei=_WrWaemHN4mgnesP7L7j4Q4&ct=slh&v=t1&im=M&aqid=_mrWadSuAZPUjMwPjfejiQo&pv=0.7948651254770882&me=32:1775659958643,V,0,0,0,0:3795,V,0,0,1280,648:1605,h,1,CAwQAA,i:0,h,1,CAsQBg,i:32,h,1,CA8QAA,i:33,h,1,CA8QAA,o:0,h,1,CAwQAA,o:1,h,1,CAsQBg,o:366,h,1,CA8QAA,i:0,h,1,CAwQAA,i:0,h,1,CAsQBg,i:878,G,1,CA8QAA,286,58,1:0,c,376,226:0,G,1,CA8QAA,286,58:0,G,1,CAwQAA,286,58:0,G,1,CAsQBg,286,58:10,e,C&zx=1775659965363&opi=89978449-535",97,185,151,239,448,709,92,738,50.515%,.78417,0.82,0.71
/-534,97,2579,1393,4822,7242,15837,282,41742,100.000%,.77086,113.61,0.37
"/gen_204?atyp=i&bb=1&ei=_WrWaemHN4mgnesP7L7j4Q4&ct=fa&vt=paq:[0,0,null,null,0,null,null,[1,null,null,%22_mrWadSuAZPUjMwPjfejiQo%22,1775659965752,1775659965353],0,0]&pvt=8761&s=0&pv=99536&authuser=0&zx=1775659965754&opi=89978449-537",97,231,155,442,506,770,96,1073,59.794%,.77660,0.82,0.54
"/gen_204?atyp=i&bb=1&ei=_WrWaemHN4mgnesP7L7j4Q4&ct=slh&v=t1&im=M&aqid=_mrWadSuAZPUjMwPjfejiQo&pv=0.7948651254770882&me=49:1775659965739,e,H&zx=1775659965743&opi=89978449-536",97,195,151,408,448,746,95,785,50.515%,.77661,0.82,0.50
/_next/image-538,97,1462,684,2705,4315,14651,101,25919,96.907%,.77378,112.33,0.45
/_next/image-542,97,404,159,926,1294,2960,60,3437,50.515%,.77134,1.77,0.45
/_next/image-541,97,669,327,1501,2871,4093,63,5257,80.412%,.76959,19.54,0.44
/_next/image-539,97,2070,996,4585,5849,20569,100,32424,93.814%,.75316,122.72,0.44
/_next/image-543,97,363,163,759,974,1414,61,4995,55.670%,.75330,1.72,0.44
/_next/image-540,97,801,413,1878,3326,5178,66,7198,87.629%,.74333,28.56,0.43
/_next/image-544,97,819,224,1508,2624,9781,59,10041,67.010%,.73741,4.17,0.41
/_next/image-545,97,382,169,729,1392,2415,57,4994,50.515%,.72998,1.57,0.42
/cdn-cgi/rum?-549,97,272,101,428,644,3296,57,4421,32.990%,.72989,0.51,0.82
/_next/image-548,97,336,118,633,1426,2493,60,2623,43.299%,.72824,1.15,0.42
/_next/image-546,97,581,141,682,1369,10320,63,17580,48.454%,.72451,1.79,0.41
/pagead/set_partitioned_cookie-550,97,225,117,413,558,1124,88,4608,22.680%,.72365,0.30,0.69
/api/auth/session-555,97,233,116,500,563,1349,62,1741,41.237%,.71957,0.82,0.30
/ccm/collect?frm=0&ae=g&en=page_view&dr=www.google.com&dl=https%3A%2F%2Fwww.applegadgetsbd.com%2F&scrsrc=www.applegadgetsbd.com&lps=1&rnd=591902067.1775659966&dt=Smartphones%2C%20Gadgets%20%26%20Premium%20Accessories%20%7C%20Apple%20Gadgets&auid=1684116898.1775659789&navt=n&npa=0&ep.ads_data_redaction=0&gdid=dY2E1Nz.dNzQzZD&gtm=45E92e6461v9245622653za204zd9245622653xea&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115616985~115938466~115938469~116363097~116991816~117384406&apve=1&apvf=f&gap.gtb=3&gap.gtbd=21&apvc=1&tft=1775659966402&tfd=1037-553,97,278,121,476,702,1300,93,4942,34.021%,.71776,0.40,0.76
/_next/image-556,97,413,162,1081,1656,2463,61,2548,53.608%,.71599,1.60,0.41
/_next/image-557,97,350,159,816,1303,2268,57,3802,53.608%,.71200,1.87,0.40
/metrics/wkFWurjrgHSexwogK7mVp2EQonS4kRlxxECYkVyPiWBLJL9U-554,97,6339,1839,9858,11585,80366,120,92993,96.907%,.68201,101.94,0.29
/-551,96,1806,1200,3755,5610,8502,489,9288,100.000%,.65729,0.62,0.70
/metrics/wkFWurjrhg7hqG8nKd7kwQMQonS4kRlxxECYkVyPiWBLJL9U-552,96,3927,1983,9475,11435,14617,112,30406,95.833%,.63242,113.18,0.27
/_next/image-558,96,251,156,503,600,797,58,2518,53.125%,.62994,1.70,0.37
/_next/image-560,96,253,119,527,751,2120,61,2295,44.792%,.62733,0.86,0.36
/_next/image-559,96,267,159,521,720,1215,62,1315,51.042%,.62231,1.54,0.37
/_next/image-561,96,364,144,655,800,2077,61,7828,50.000%,.61981,0.83,0.34
/_next/image-564,96,354,161,617,1331,2062,61,4540,58.333%,.61543,1.90,0.37
/_next/image-565,96,265,129,519,647,2075,56,2353,43.750%,.61292,1.20,0.35
/rmkt/collect/677475025/?random=1775659966912&cv=11&fst=1775659966912&fmt=8&bg=ffffff&guid=ON&async=1&en=gtag.config&gtm=45892e6461v892783814z89245622653za20kzb9245622653zd9245622653xec&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115938466~115938469~116363097~116991816&u_w=1536&u_h=864&url=https%3A%2F%2Fwww.applegadgetsbd.com%2F&ref=https%3A%2F%2Fwww.google.com%2F&frm=0&tiba=Smartphones%2C%20Gadgets%20%26%20Premium%20Accessories%20%7C%20Apple%20Gadgets&did=dY2E1Nz&gdid=dY2E1Nz&hn=www.googleadservices.com&npa=0&pscdl=noapi&auid=1684116898.1775659789&data=event%3Dgtag.config&gap.gtb=3&gap.gtbd=21&gcp=5-562,96,259,124,515,737,1428,93,1930,30.208%,.61279,0.36,0.68
/ccm/collect?frm=0&en=page_view&dr=www.google.com&dl=https%3A%2F%2Fwww.applegadgetsbd.com%2F&scrsrc=www.applegadgetsbd.com&lps=1&rnd=591902067.1775659966&dt=Smartphones%2C%20Gadgets%20%26%20Premium%20Accessories%20%7C%20Apple%20Gadgets&auid=1684116898.1775659789&navt=n&npa=0&did=dY2E1Nz&gdid=dY2E1Nz&gtm=45892e6461v892783814z89245622653za20kzb9245622653zd9245622653xec&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115938466~115938469~116363097~116991816&apve=1&apvf=f&gap.gtb=3&gap.gtbd=21&apvc=0&tids=AW-677475025&tid=AW-677475025&tft=1775659966926&tfd=1563-563,96,206,114,405,450,1036,92,2826,23.958%,.61279,0.34,0.65
/_next/image-566,96,279,155,501,538,2532,64,2646,52.083%,.61148,1.19,0.37
/_next/image-567,96,256,105,437,663,2396,61,2939,36.458%,.61004,0.70,0.35
/_next/image-569,96,553,416,1029,1418,2560,64,3254,84.375%,.60786,5.86,0.35
/_next/image-571,96,481,299,805,1183,2766,63,6279,80.208%,.60588,4.23,0.34
/_next/image-572,96,566,450,902,1465,3231,67,3349,90.625%,.60299,7.20,0.34
/_next/image-547,96,263,147,513,747,1278,58,2213,50.000%,.60149,1.07,0.34
/_next/image-568,96,889,429,1051,1770,10352,68,19843,85.417%,.59641,7.16,0.35
/_next/image-570,96,827,271,783,1161,4524,62,39307,81.250%,.56388,3.64,0.32
/_next/image-574,96,406,251,808,1109,2225,70,2236,84.375%,.56018,2.30,0.32
/metrics/g/measurement/conversion?random=1775659967023&cv=11&tid=G-RYR06PDVP5&fst=1775659967023&fmt=8&en=page_view&gtm=45g92e6461v892913252z89245622653za20kzb9245622653zd9245622653xec&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115616985~115938466~115938469~116363097~116991816~117266402&u_w=1536&u_h=864&url=https%3A%2F%2Fwww.applegadgetsbd.com%2F&ref=https%3A%2F%2Fwww.google.com%2F&gacid=1211979162.1775659790&frm=0&tiba=Smartphones%2C%20Gadgets%20%26%20Premium%20Accessories%20%7C%20Apple%20Gadgets&gdid=dY2E1Nz&npa=0&pscdl=noapi&auid=1684116898.1775659789-575,96,663,406,1199,1705,2712,193,5495,100.000%,.55764,2.51,1.55
/_next/image-577,96,575,395,1048,1244,4473,69,4626,89.583%,.55772,5.73,0.32
/_next/image-578,96,556,406,949,1270,2642,61,4614,86.458%,.55758,5.67,0.32
/_next/image-581,96,528,458,870,1083,1894,64,2974,88.542%,.55758,6.40,0.33
/measurement/1p-conversion/-580,96,222,134,437,500,910,102,993,36.458%,.55752,0.33,0.92
/_next/image-582,96,392,282,811,999,1449,61,2507,85.417%,.55764,3.88,0.32
/metrics/td-573,96,240,98,479,752,1020,71,1540,36.458%,.55761,0.42,0.41
/_next/image-583,96,257,132,502,697,857,62,3877,48.958%,.55770,1.41,0.34
/_next/image-584,96,299,127,620,839,1459,59,2219,43.750%,.55756,1.31,0.35
/metrics/ag/g/c?v=2&tid=G-RYR06PDVP5&gtm=45g92e6461v892913252z89245622653za20kzb9245622653zd9245622653&_p=1775659966335&gcd=13l3l3l3l1l1&npa=0&dma=0&gdid=dY2E1Nz&ecid=1478158322&_eu=AAAAAGQ&_prs=ok&_uip=%3A%3A&cid=1211979162.1775659790&ec_mode=a&fp=1&frm=0&lps=1&pscdl=noapi&sr=1536x864&ul=en-us&ur=BD-C&_gsid=abYe5mymzGIvZ3PqIdHQSAKcuSIKPoYVlg&_s=1&tag_exp=0~115616985~115938466~115938469~116363097~116991816~117266402&sid=1775659790&sct=1&seg=1&dl=https%3A%2F%2Fwww.applegadgetsbd.com%2F&dr=https%3A%2F%2Fwww.google.com%2F&dt=Smartphones%2C%20Gadgets%20%26%20Premium%20Accessories%20%7C%20Apple%20Gadgets&en=page_view&_c=1&gap.gtb=3&gap.gtbd=21&tfd=1674-585,96,233,96,417,502,824,64,5203,27.083%,.55759,0.48,0.66
/pagead/viewthroughconversion/677475025/-586,94,1584,854,3006,5340,11788,181,18255,100.000%,.54552,1.56,0.54
/_next/image-576,94,549,404,990,1360,3343,66,5446,85.106%,.54605,5.78,0.31
/_next/image-579,94,402,272,700,945,1811,64,2461,84.043%,.54576,3.15,0.31
/category/starlink-587,94,538,404,832,1589,2906,73,3006,91.489%,.54103,5.60,0.33
/pagead/1p-user-list/677475025/-588,94,216,120,433,568,1382,97,1407,24.468%,.54098,0.33,0.73
/pagead/1p-user-list/677475025/-589,94,854,513,1724,2889,4741,172,5141,100.000%,.54086,0.33,0.73
/_next/image-599,94,423,256,701,1260,2438,69,5070,87.234%,.53839,3.01,0.33
/_next/image-596,94,322,181,554,1229,1624,61,2525,60.638%,.53339,1.88,0.32
/_next/image-598,94,356,258,691,829,1520,71,1776,86.170%,.53090,3.34,0.33
/_next/image-594,94,360,218,713,827,1700,64,2480,78.723%,.52898,2.18,0.32
/rmkt/collect/677475025/?random=1775659969974&cv=11&fst=1775659969974&fmt=8&bg=ffffff&guid=ON&async=1&en=view_item_list&gtm=45892e6461v892783814z89245622653za20kzb9245622653zd9245622653xea&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115938466~115938469~116363097~116991816&u_w=1536&u_h=864&url=https%3A%2F%2Fwww.applegadgetsbd.com%2Fcategory%2Fstarlink&ref=https%3A%2F%2Fwww.google.com%2F&frm=0&tiba=Starlink%20Price%20in%20Bangladesh%202026&did=dY2E1Nz&gdid=dY2E1Nz.dNzQzZD&hn=www.googleadservices.com&npa=0&pscdl=noapi&auid=1684116898.1775659789&_tu=CA&data=event%3Dview_item_list%3Bgoogle_business_vertical%3Dretail%3Bid%3D11027%2C12000%2C12001%2C12003%2C12004%2C12002%2C11535&gap.gtb=3&gap.gtbd=21&gcp=5-592,94,210,117,422,527,1409,93,2261,21.277%,.52908,0.31,0.64
/ccm/collect?frm=0&ae=g&en=view_item_list&dr=www.google.com&dl=https%3A%2F%2Fwww.applegadgetsbd.com%2Fcategory%2Fstarlink&scrsrc=www.applegadgetsbd.com&lps=1&rnd=591902067.1775659966&dt=Starlink%20Price%20in%20Bangladesh%202026&auid=1684116898.1775659789&navt=n&npa=0&did=dY2E1Nz&gdid=dY2E1Nz.dNzQzZD&_tu=CA&gtm=45892e6461v892783814z89245622653za20kzb9245622653zd9245622653xea&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115938466~115938469~116363097~116991816&apve=1&apvf=f&gap.gtb=3&gap.gtbd=21&apvc=0&tids=AW-677475025&tid=AW-677475025&tft=1775659969996&tfd=4633-593,94,192,114,453,478,815,93,1032,23.404%,.52912,0.29,0.57
/_next/image-595,94,2477,2323,4399,5178,6627,113,8797,95.745%,.51497,43.26,0.30
/tr/-600,94,1437,650,1777,2878,11701,167,37652,100.000%,.51563,0.25,2.76
/tr/-590,94,130,74,341,358,633,45,1127,19.149%,.51610,0.24,0.72
/_next/image-601,94,304,171,516,717,2255,59,2837,64.894%,.51512,1.72,0.32
/-591,94,1050,458,1647,2187,2625,351,30993,100.000%,.50973,0.48,0.94
/_next/image-597,94,521,247,673,949,4240,62,15325,84.043%,.51057,3.10,0.32
/tr/-604,94,138,74,353,365,620,47,1194,20.213%,.51106,0.23,0.93
/pagead/viewthroughconversion/677475025/-602,94,218,105,525,746,910,72,2491,38.298%,.51121,1.50,0.56
/tr/-603,94,130,72,356,365,673,53,800,18.085%,.51212,0.23,0.61
/pagead/1p-user-list/677475025/-606,94,243,90,635,772,2055,62,2401,26.596%,.51205,0.31,0.75
/metrics/ag/g/c?v=2&tid=G-RYR06PDVP5&gtm=45g92e6461v892913252za20kzb9245622653zd9245622653&_p=1775659966335&gcd=13l3l3l3l1l1&npa=0&dma=0&gdid=dY2E1Nz.dNzQzZD&ecid=1478158322&_eu=EEAAAGQ&_prs=ok&_uip=%3A%3A&ae=a&cid=1211979162.1775659790&ec_mode=a&fp=1&frm=0&ir=1&lps=1&pscdl=noapi&sr=1536x864&ul=en-us&ur=BD-C&_gsid=abYe5mymzGIvZ3PqIdHQSAKcuSIKPoYVlg&_s=2&tag_exp=0~115616985~115938466~115938469~116363097~116991816~117266402&dl=https%3A%2F%2Fwww.applegadgetsbd.com%2Fcategory%2Fstarlink&dr=https%3A%2F%2Fwww.applegadgetsbd.com%2F&sid=1775659790&sct=1&seg=1&dt=Starlink%20Price%20in%20Bangladesh%202026&en=page_view&_c=1&gap.gtb=3&gap.gtbd=21&_et=3884&tfd=5571-608,94,170,99,418,459,518,69,526,29.787%,.51215,0.44,0.61
/pagead/1p-user-list/677475025/-605,94,378,131,455,599,4625,96,10802,35.106%,.51218,0.31,0.75
/metrics/g/measurement/conversion?random=1775659970922&cv=11&tid=G-RYR06PDVP5&fst=1775659970922&fmt=8&en=page_view&gtm=45g92e6461v892913252za20kzb9245622653zd9245622653xec&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115616985~115938466~115938469~116363097~116991816~117266402&u_w=1536&u_h=864&url=https%3A%2F%2Fwww.applegadgetsbd.com%2Fcategory%2Fstarlink&ref=https%3A%2F%2Fwww.google.com%2F&gacid=1211979162.1775659790&ae=a&frm=0&tiba=Starlink%20Price%20in%20Bangladesh%202026&gdid=dY2E1Nz&npa=0&pscdl=noapi&auid=1684116898.1775659789&_tu=CA-607,94,610,367,1161,1429,2528,187,3331,100.000%,.50505,2.26,1.38
/ccm/collect?frm=0&ae=g&en=page_view&dr=www.google.com&dl=https%3A%2F%2Fwww.applegadgetsbd.com%2Fcategory%2Fstarlink&scrsrc=www.applegadgetsbd.com&lps=1&rnd=591902067.1775659966&dt=Starlink%20Price%20in%20Bangladesh%202026&auid=1684116898.1775659789&navt=n&npa=0&did=dY2E1Nz&gdid=dY2E1Nz.dNzQzZD&_tu=CA&gtm=45892e6461v892783814z89245622653za20kzb9245622653zd9245622653xea&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115938466~115938469~116363097~116991816&apve=1&apvf=f&gap.gtb=3&gap.gtbd=21&apvc=0&tids=AW-677475025&tid=AW-677475025&tft=1775659970960&tfd=5596-610,94,189,111,424,440,774,91,2354,17.021%,.50514,0.28,0.54
/rmkt/collect/677475025/?random=1775659970949&cv=11&fst=1775659970949&fmt=8&bg=ffffff&guid=ON&async=1&en=page_view&gtm=45892e6461v892783814z89245622653za20kzb9245622653zd9245622653xea&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115938466~115938469~116363097~116991816&u_w=1536&u_h=864&url=https%3A%2F%2Fwww.applegadgetsbd.com%2Fcategory%2Fstarlink&ref=https%3A%2F%2Fwww.google.com%2F&frm=0&tiba=Starlink%20Price%20in%20Bangladesh%202026&did=dY2E1Nz&gdid=dY2E1Nz.dNzQzZD&hn=www.googleadservices.com&npa=0&pscdl=noapi&auid=1684116898.1775659789&_tu=CA&data=event%3Dpage_view%3Bgoogle_business_vertical%3Dretail%3Bid%3D11027%2C12000%2C12001%2C12003%2C12004%2C12002%2C11535&gap.gtb=3&gap.gtbd=21&gcp=5-609,94,213,118,427,498,1350,92,1366,25.532%,.50512,0.29,0.61
/pagead/viewthroughconversion/677475025/-611,94,262,100,537,904,2009,72,2889,36.170%,.50521,1.48,0.55
/measurement/1p-conversion/-612,94,255,132,427,531,1312,108,5189,35.106%,.50587,0.29,0.83
/cdn-cgi/rum?-615,94,171,82,429,462,879,56,1041,24.468%,.50525,0.35,0.47
/pagead/1p-user-list/677475025/-614,94,134,79,357,374,653,60,1353,14.894%,.50541,0.31,0.73
/pagead/1p-user-list/677475025/-613,94,239,126,426,531,1455,96,2430,28.723%,.50540,0.31,0.73
/tr/-616,94,130,72,364,392,758,51,939,18.085%,.50524,0.23,0.60
/pagead/viewthroughconversion/677475025/-619,94,280,115,611,1074,1440,72,2182,46.809%,.50526,1.48,0.55
/metrics/ag/g/c?v=2&tid=G-RYR06PDVP5&gtm=45g92e6461v892913252za20kzb9245622653zd9245622653&_p=1775659966335&gcd=13l3l3l3l1l1&npa=0&dma=0&gdid=dY2E1Nz.dNzQzZD&ecid=1478158322&_eu=EEAAAGQ&_prs=ok&_uip=%3A%3A&ae=a&cid=1211979162.1775659790&ec_mode=a&fp=1&frm=0&ir=1&lps=1&pscdl=noapi&sr=1536x864&ul=en-us&ur=BD-C&_gsid=abYe5mymzGIvZ3PqIdHQSAKcuSIKPoYVlg&_s=3&tag_exp=0~115616985~115938466~115938469~116363097~116991816~117266402&dl=https%3A%2F%2Fwww.applegadgetsbd.com%2F&dr=https%3A%2F%2Fwww.applegadgetsbd.com%2Fcategory%2Fstarlink&sid=1775659790&sct=1&seg=1&dt=Smartphones%2C%20Gadgets%20%26%20Premium%20Accessories%20%7C%20Apple%20Gadgets&en=page_view&_c=1&gap.gtb=3&gap.gtbd=21&_et=1596&tfd=7177-618,94,214,94,405,786,1298,67,3447,20.213%,.50304,0.43,0.61
/rmkt/collect/677475025/?random=1775659972551&cv=11&fst=1775659972551&fmt=8&bg=ffffff&guid=ON&async=1&en=page_view&gtm=45892e6461v892783814z89245622653za20kzb9245622653zd9245622653xea&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115938466~115938469~116363097~116991816&u_w=1536&u_h=864&url=https%3A%2F%2Fwww.applegadgetsbd.com%2F&ref=https%3A%2F%2Fwww.google.com%2F&frm=0&tiba=Smartphones%2C%20Gadgets%20%26%20Premium%20Accessories%20%7C%20Apple%20Gadgets&did=dY2E1Nz&gdid=dY2E1Nz.dNzQzZD&hn=www.googleadservices.com&npa=0&pscdl=noapi&auid=1684116898.1775659789&_tu=CA&data=event%3Dpage_view%3Bgoogle_business_vertical%3Dretail%3Bid%3D11027%2C12000%2C12001%2C12003%2C12004%2C12002%2C11535&gap.gtb=3&gap.gtbd=21&gcp=5-621,94,237,114,440,488,773,94,5225,24.468%,.50305,0.29,0.61
/metrics/g/measurement/conversion?random=1775659972531&cv=11&tid=G-RYR06PDVP5&fst=1775659972531&fmt=8&en=page_view&gtm=45g92e6461v892913252za20kzb9245622653zd9245622653xec&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115616985~115938466~115938469~116363097~116991816~117266402&u_w=1536&u_h=864&url=https%3A%2F%2Fwww.applegadgetsbd.com%2F&ref=https%3A%2F%2Fwww.google.com%2F&gacid=1211979162.1775659790&ae=a&frm=0&tiba=Smartphones%2C%20Gadgets%20%26%20Premium%20Accessories%20%7C%20Apple%20Gadgets&gdid=dY2E1Nz&npa=0&pscdl=noapi&auid=1684116898.1775659789&_tu=CA-617,94,502,356,869,1067,1712,187,2503,100.000%,.49923,2.25,1.39
/ccm/collect?frm=0&ae=g&en=page_view&dr=www.google.com&dl=https%3A%2F%2Fwww.applegadgetsbd.com%2F&scrsrc=www.applegadgetsbd.com&lps=1&rnd=591902067.1775659966&dt=Smartphones%2C%20Gadgets%20%26%20Premium%20Accessories%20%7C%20Apple%20Gadgets&auid=1684116898.1775659789&navt=n&npa=0&did=dY2E1Nz&gdid=dY2E1Nz.dNzQzZD&_tu=CA&gtm=45892e6461v892783814z89245622653za20kzb9245622653zd9245622653xea&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115938466~115938469~116363097~116991816&apve=1&apvf=f&gap.gtb=3&gap.gtbd=21&apvc=0&tids=AW-677475025&tid=AW-677475025&tft=1775659972560&tfd=7195-620,94,184,112,426,433,458,92,753,27.660%,.49955,0.28,0.54
/pagead/1p-user-list/677475025/-623,94,178,80,375,640,981,59,1787,22.340%,.49966,0.30,0.73
/pagead/1p-user-list/677475025/-622,94,200,119,432,453,744,99,2362,20.213%,.49973,0.31,0.73
/measurement/1p-conversion/-624,94,244,131,581,767,1144,108,2495,23.404%,.49961,0.29,0.83
/category/mobile-phone-625,94,595,488,1253,1450,3156,71,3533,86.170%,.49814,6.76,0.30
